"","newTarget","Marital.status","Application.mode","Application.order","Course","Day.eve.attendance","Previous.qualification","Nationality","Mother.qualification","Father.qualification","Mother.occupation","Father.occupation","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","Fsem.without.eval","Ssem.credit","Ssem.enrolled","Ssem.eval","Ssem.grade","Ssem.without.eval","Unemployment.rate","Inflation.rate","GDP"
"3971","1",1,1,1,5,1,1,1,22,27,4,4,1,0,0,1,0,0,20,0,0,6,7,13.8,0,12.7,3.7,-1.7
"3972","1",1,1,1,12,1,1,1,13,28,6,4,1,0,0,1,0,0,19,0,0,8,10,13.65,0,16.2,0.3,-0.92
"3973","1",1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,31,0,0,5,6,11.2,0,7.6,2.6,0.32
"3974","1",1,14,3,12,1,1,1,1,14,10,8,1,0,1,1,0,1,20,0,0,8,10,11.736,0,15.5,2.8,-4.06
"3975","1",1,14,1,6,1,1,1,13,28,8,8,1,0,0,1,0,0,20,0,0,5,10,13.42857143,1,10.8,1.4,1.74
"3976","1",1,8,4,12,1,1,1,22,27,6,6,1,0,0,1,0,0,21,0,0,8,9,14.51111111,0,16.2,0.3,-0.92
"3977","1",1,1,4,12,1,1,1,13,14,10,8,1,0,0,1,0,0,18,0,0,8,8,12.6125,0,12.4,0.5,1.79
"3978","1",1,8,2,12,1,1,1,22,1,10,5,1,0,0,1,0,1,19,0,0,7,7,13.8,0,7.6,2.6,0.32
"3979","1",1,1,1,16,1,1,1,13,14,4,8,1,0,0,1,0,1,18,0,0,7,7,15.14285714,0,13.9,-0.3,0.79
"3981","1",1,8,6,10,1,1,1,1,28,5,8,0,0,0,1,0,1,18,0,0,6,6,13.33333333,0,13.9,-0.3,0.79
"3982","1",1,1,2,6,1,1,1,25,4,3,3,1,0,0,1,0,0,18,0,0,6,6,14.83333333,0,8.9,1.4,3.51
"3983","1",1,8,1,12,1,1,1,1,14,5,4,1,0,0,1,0,0,19,0,0,8,14,12.16666667,0,15.5,2.8,-4.06
"3984","1",1,8,1,10,1,1,1,23,28,10,8,0,0,0,1,0,1,19,0,0,6,6,13.16666667,0,12.4,0.5,1.79
"3985","0",1,12,1,4,1,1,1,23,28,10,7,0,0,1,0,0,0,28,0,0,6,7,0,0,8.9,1.4,3.51
"3986","1",1,8,1,5,1,1,1,22,28,10,9,1,0,0,1,0,0,20,0,0,6,6,12.66666667,0,7.6,2.6,0.32
"3987","1",1,1,2,15,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,6,9,13,0,9.4,-0.8,-3.12
"3988","1",1,1,2,12,1,1,1,1,1,5,4,1,0,0,1,0,0,18,0,0,7,7,15.25,0,7.6,2.6,0.32
"3989","1",1,1,1,6,1,1,1,13,27,10,10,1,0,0,1,0,1,20,2,0,5,10,12,1,9.4,-0.8,-3.12
"3990","1",1,14,1,10,1,1,1,23,14,10,5,0,0,1,1,0,0,28,0,13,13,13,12.09090909,0,16.2,0.3,-0.92
"3991","1",1,6,1,16,1,1,14,28,1,25,26,0,0,0,1,0,0,23,0,6,10,12,14.88888889,0,8.9,1.4,3.51
"3992","0",1,1,1,16,1,1,1,13,27,6,6,1,0,0,1,0,0,19,0,0,7,7,10.5,0,16.2,0.3,-0.92
"3993","1",1,8,1,10,1,1,1,23,14,24,36,1,0,0,1,0,1,18,0,0,6,6,12.16666667,0,8.9,1.4,3.51
"3994","1",1,1,3,15,1,1,9,22,27,10,10,0,0,1,0,0,1,20,0,0,6,7,11.8,0,10.8,1.4,1.74
"3995","1",1,1,1,2,1,1,1,3,1,3,5,1,0,0,1,0,0,20,0,3,11,18,12.77777778,0,11.1,0.6,2.02
"3996","0",2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,27,0,0,5,5,0,0,7.6,2.6,0.32
"3997","0",1,1,1,16,1,1,1,1,1,10,10,1,0,0,1,0,0,18,0,0,6,13,12,0,12.7,3.7,-1.7
"3998","1",4,12,2,13,1,12,1,13,14,5,7,0,0,0,1,0,1,37,0,0,8,11,12.3,0,10.8,1.4,1.74
"3999","0",4,4,1,12,1,15,1,13,14,5,7,0,0,0,0,0,0,42,0,3,7,11,14.16666667,0,12.4,0.5,1.79
"4000","0",1,8,6,12,1,1,1,1,28,5,9,1,0,0,1,0,0,20,0,0,8,8,14.2125,0,13.9,-0.3,0.79
"4001","0",2,12,1,7,1,1,1,19,24,10,10,0,0,0,0,1,0,34,0,0,5,5,0,0,15.5,2.8,-4.06
"4002","0",1,13,1,7,1,1,1,3,3,4,3,1,0,0,1,1,0,22,0,0,5,0,0,0,10.8,1.4,1.74
"4003","1",2,12,2,11,1,12,1,13,14,10,6,0,0,0,1,1,0,39,0,0,6,6,13.33333333,0,12.4,0.5,1.79
"4004","1",1,1,1,12,1,1,1,22,27,10,10,1,0,0,1,1,1,18,0,0,7,7,13.51666667,0,7.6,2.6,0.32
"4005","1",1,1,2,5,1,1,1,22,27,10,10,1,0,0,1,1,1,21,0,0,6,8,13.28571429,0,8.9,1.4,3.51
"4006","0",2,12,1,6,1,1,1,22,27,12,11,0,0,0,1,1,0,34,0,0,6,0,0,0,10.8,1.4,1.74
"4007","1",1,15,1,4,1,14,1,22,27,10,10,0,0,0,1,1,1,22,0,0,6,10,13,0,16.2,0.3,-0.92
"4008","0",1,12,1,4,1,1,1,1,27,5,8,0,0,0,1,1,0,31,0,0,6,20,0,0,16.2,0.3,-0.92
"4009","0",1,9,3,16,1,1,1,23,27,6,10,1,0,0,0,1,0,19,0,0,6,12,0,0,10.8,1.4,1.74
"4010","0",1,8,5,11,1,1,1,23,1,6,10,0,0,0,1,1,0,19,0,0,5,10,0,0,10.8,1.4,1.74
"4011","0",1,12,1,13,1,12,1,22,27,10,11,0,0,0,1,1,0,31,0,0,7,7,0,0,15.5,2.8,-4.06
"4013","0",2,12,2,14,1,1,14,22,14,10,10,0,0,0,1,0,0,30,0,0,6,0,0,0,9.4,-0.8,-3.12
"4014","1",1,16,1,12,1,1,1,22,28,4,4,1,0,0,1,0,1,20,0,0,8,9,15.52222222,0,11.1,0.6,2.02
"4015","1",1,8,1,12,1,1,1,13,28,8,8,1,0,0,1,0,1,18,0,0,8,9,14.8,0,12.4,0.5,1.79
"4016","0",4,12,1,17,0,1,1,22,27,6,6,0,0,0,1,0,0,31,0,0,5,6,12,0,10.8,1.4,1.74
"4017","0",1,8,1,11,1,1,1,13,1,10,5,1,0,0,1,0,0,19,0,0,6,11,11.25,0,7.6,2.6,0.32
"4018","0",4,12,1,3,0,1,1,22,27,10,8,0,0,0,1,0,1,43,0,0,5,5,0,0,8.9,1.4,3.51
"4019","1",1,8,2,11,1,1,1,23,28,10,9,1,0,0,1,0,1,20,0,0,6,6,14,0,13.9,-0.3,0.79
"4020","1",1,1,2,12,1,1,1,1,1,6,10,1,0,0,1,0,1,19,0,0,8,8,13.9475,0,9.4,-0.8,-3.12
"4021","0",1,1,1,14,1,1,1,3,1,2,8,0,0,0,1,0,0,22,0,0,5,5,0,0,9.4,-0.8,-3.12
"4022","1",1,1,1,3,0,1,1,3,1,2,8,0,0,0,1,0,0,26,0,2,7,7,12.28571429,0,16.2,0.3,-0.92
"4023","1",1,9,1,9,1,1,1,13,14,6,9,1,0,0,1,0,1,19,0,0,5,8,11.25,0,10.8,1.4,1.74
"4024","0",1,4,1,12,1,3,1,13,3,5,3,1,0,0,1,0,0,29,1,0,8,8,12.25,1,12.7,3.7,-1.7
"4027","1",1,12,1,4,1,1,1,22,27,10,6,0,0,0,1,0,0,41,0,3,12,22,12.7,0,15.5,2.8,-4.06
"4028","0",1,1,6,12,1,1,1,13,28,5,10,1,0,0,1,0,0,19,0,0,8,10,13.06666667,0,12.7,3.7,-1.7
"4029","1",1,1,1,5,1,1,1,1,28,5,6,0,0,1,1,0,0,19,0,0,6,8,13.875,0,10.8,1.4,1.74
"4030","0",4,4,1,12,1,3,1,3,14,3,4,0,0,0,1,0,0,43,1,0,7,7,0,0,16.2,0.3,-0.92
"4031","1",1,8,1,8,1,1,1,23,27,10,8,1,0,0,1,0,0,19,0,0,5,5,13.2,0,10.8,1.4,1.74
"4033","1",1,1,6,12,1,1,1,2,14,4,10,1,0,0,1,1,0,18,0,0,8,8,13.74625,0,9.4,-0.8,-3.12
"4034","0",1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,19,0,0,0,0,0,0,16.2,0.3,-0.92
"4035","0",2,12,1,3,0,12,1,19,24,1,1,0,0,0,1,1,0,38,0,0,6,0,0,0,9.4,-0.8,-3.12
"4036","0",2,4,1,8,1,2,1,13,14,5,9,1,0,0,1,1,0,37,0,0,6,6,0,0,16.2,0.3,-0.92
"4037","1",1,12,1,14,1,1,1,1,14,5,11,1,0,0,1,0,1,26,0,0,6,10,14.5,0,10.8,1.4,1.74
"4039","1",1,1,3,6,1,1,1,1,14,10,10,1,0,0,1,0,1,18,0,0,6,8,15.28571429,0,8.9,1.4,3.51
"4040","1",1,1,1,16,1,1,1,3,14,3,4,0,0,0,1,0,0,18,0,0,7,7,11.85714286,0,16.2,0.3,-0.92
"4041","1",1,1,1,6,1,1,1,3,1,3,5,0,0,0,1,0,0,18,2,0,5,5,13.6,0,9.4,-0.8,-3.12
"4042","1",1,8,1,10,1,1,1,23,1,10,5,0,0,0,1,0,0,19,0,0,6,7,13.71428571,0,15.5,2.8,-4.06
"4043","1",1,1,1,15,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,8,12,0,11.1,0.6,2.02
"4045","1",1,8,1,10,1,1,1,23,28,29,44,0,0,1,1,0,1,19,0,0,6,7,13,0,8.9,1.4,3.51
"4046","0",1,1,1,12,1,1,1,13,28,8,9,0,0,0,1,0,0,19,0,0,8,0,0,0,16.2,0.3,-0.92
"4047","1",1,1,1,11,1,1,1,13,1,10,9,1,0,0,1,0,1,18,0,0,6,10,13,0,12.7,3.7,-1.7
"4048","1",2,1,1,12,1,1,1,1,1,10,11,0,0,0,1,0,0,18,0,0,8,8,13.9,0,12.7,3.7,-1.7
"4049","1",1,1,1,12,1,1,1,23,27,10,8,1,0,0,1,0,1,20,0,0,8,8,13.81714286,0,10.8,1.4,1.74
"4050","1",1,17,1,13,1,16,1,1,14,5,6,0,0,0,1,0,1,22,0,2,8,10,12.875,0,8.9,1.4,3.51
"4051","0",1,1,1,8,1,1,1,19,1,1,1,0,0,0,1,0,0,18,0,0,6,0,0,0,7.6,2.6,0.32
"4052","1",1,8,4,11,1,1,1,23,14,8,8,1,0,0,1,0,1,19,0,0,6,6,12.16666667,0,12.4,0.5,1.79
"4053","0",1,1,1,11,1,1,1,22,27,10,10,1,0,0,0,0,1,20,0,0,6,12,11.33333333,0,7.6,2.6,0.32
"4055","1",1,1,2,15,1,1,1,22,27,6,6,1,1,0,1,0,1,20,0,0,6,7,14.57142857,0,8.9,1.4,3.51
"4056","0",1,12,1,6,1,1,1,3,14,3,10,0,0,0,1,0,0,28,0,0,6,14,12,0,11.1,0.6,2.02
"4057","1",1,1,2,6,1,1,1,1,1,31,14,0,0,0,1,0,0,19,0,0,6,18,12.66666667,0,12.4,0.5,1.79
"4059","1",1,1,1,6,1,1,1,1,3,10,2,1,0,0,1,0,0,19,0,0,6,9,12.625,0,15.5,2.8,-4.06
"4060","0",1,1,3,15,1,1,1,13,14,6,6,1,0,0,0,0,0,18,0,0,6,0,0,0,13.9,-0.3,0.79
"4061","1",1,3,1,8,1,1,1,5,33,3,3,1,0,0,1,0,0,18,0,0,6,6,14.83333333,0,8.9,1.4,3.51
"4062","1",1,14,1,8,1,1,1,2,1,3,4,1,0,0,1,0,0,22,0,0,5,9,13.28571429,0,12.7,3.7,-1.7
"4063","1",1,17,1,6,1,16,1,1,14,5,8,0,0,0,1,0,0,20,0,4,9,9,15.55555556,0,8.9,1.4,3.51
"4064","1",1,12,1,17,0,1,1,1,27,10,8,0,0,0,1,0,1,24,0,0,5,9,12.75,1,16.2,0.3,-0.92
"4067","1",1,1,1,13,1,1,1,13,28,10,10,1,0,0,1,0,1,20,0,0,8,10,11.95625,0,12.7,3.7,-1.7
"4068","0",2,4,1,3,0,3,1,23,1,10,10,0,0,0,0,0,0,35,0,0,6,0,0,0,10.8,1.4,1.74
"4069","1",1,1,1,14,1,1,1,1,1,6,8,0,0,0,1,0,1,18,0,0,5,5,12.6,0,9.4,-0.8,-3.12
"4070","1",1,8,2,10,1,1,1,2,3,4,4,1,0,0,1,0,0,19,0,0,6,9,11.66666667,0,9.4,-0.8,-3.12
"4071","1",1,9,1,12,1,1,1,3,3,4,4,0,0,0,1,0,0,18,0,0,8,9,14.6,0,16.2,0.3,-0.92
"4072","0",1,1,2,11,1,1,1,1,28,5,10,1,0,0,1,0,0,18,0,0,6,13,10,0,7.6,2.6,0.32
"4074","1",1,8,1,10,1,1,1,13,14,6,8,0,0,0,1,0,1,19,0,0,6,7,14,0,15.5,2.8,-4.06
"4075","1",1,9,1,12,1,1,1,23,27,5,10,1,0,0,1,0,1,20,0,0,8,8,13.0625,0,15.5,2.8,-4.06
"4076","0",1,8,3,6,1,1,1,13,28,6,8,0,0,0,1,0,0,21,0,0,6,0,0,0,15.5,2.8,-4.06
"4077","1",1,1,3,12,1,1,1,13,28,10,8,1,0,0,1,0,1,18,0,0,8,8,13.97142857,0,12.7,3.7,-1.7
"4078","0",1,1,5,5,1,1,1,19,1,6,8,1,0,0,1,0,0,18,0,0,6,0,0,0,9.4,-0.8,-3.12
"4079","1",2,12,1,17,0,1,1,23,14,5,9,0,0,0,1,0,0,33,0,0,5,6,15.33333333,0,10.8,1.4,1.74
"4081","0",1,1,1,2,1,1,1,22,27,8,10,1,0,0,0,0,1,18,0,0,0,0,0,0,12.7,3.7,-1.7
"4084","1",1,4,1,17,0,3,1,3,14,3,4,0,0,0,1,0,0,28,0,0,5,7,13.14285714,0,16.2,0.3,-0.92
"4085","0",2,12,1,9,1,1,1,1,14,10,10,0,0,0,0,0,0,29,0,0,5,0,0,0,12.7,3.7,-1.7
"4086","0",1,15,1,8,1,14,1,1,27,4,4,1,0,1,0,0,0,36,0,1,6,8,14.66666667,0,12.4,0.5,1.79
"4087","1",1,12,1,3,0,12,1,22,27,10,8,0,0,0,1,0,1,32,0,0,6,7,13.33333333,0,12.7,3.7,-1.7
"4090","0",2,14,1,3,0,10,1,19,24,1,1,0,0,0,0,0,0,34,0,2,7,15,13,1,9.4,-0.8,-3.12
"4091","1",2,12,1,3,0,1,1,19,24,1,1,0,0,0,1,0,0,33,0,1,6,7,11.16666667,0,7.6,2.6,0.32
"4092","0",1,14,1,17,0,1,1,22,28,10,9,0,0,1,0,0,0,29,0,0,5,12,12.6,3,16.2,0.3,-0.92
"4093","0",1,1,1,12,1,1,1,1,1,5,11,0,0,0,1,0,0,18,0,0,8,16,0,1,12.4,0.5,1.79
"4094","1",1,1,1,15,1,1,1,22,28,8,8,0,0,0,1,0,1,18,0,0,6,7,12.14285714,0,15.5,2.8,-4.06
"4095","1",2,4,1,10,1,3,1,22,14,5,6,0,0,0,1,0,0,38,0,0,6,15,14.5,0,16.2,0.3,-0.92
"4096","1",1,1,4,12,1,1,1,23,27,10,9,1,0,0,1,0,1,19,0,0,7,7,15.43333333,0,7.6,2.6,0.32
"4097","1",4,12,1,3,0,12,1,22,27,10,10,0,0,0,1,0,1,39,0,0,6,6,15.5,0,11.1,0.6,2.02
"4098","1",1,14,1,17,0,3,1,22,27,10,10,0,0,0,1,0,0,37,0,11,12,15,11.36363636,0,12.7,3.7,-1.7
"4099","0",1,8,2,13,1,1,1,22,27,6,6,1,0,0,1,0,0,32,0,0,8,8,0,0,16.2,0.3,-0.92
"4100","0",1,9,1,10,1,1,1,23,24,5,1,0,0,0,1,0,0,18,1,0,6,0,0,0,10.8,1.4,1.74
"4102","1",1,1,5,5,1,1,1,22,27,10,10,1,0,0,1,0,0,20,0,0,6,6,12.16666667,0,7.6,2.6,0.32
"4103","1",1,8,1,6,1,1,1,22,27,10,10,1,0,0,1,0,1,23,0,0,6,8,12.42857143,0,8.9,1.4,3.51
"4105","1",1,1,1,10,1,1,1,22,28,10,11,0,0,0,1,0,0,18,0,0,6,6,14.16666667,0,13.9,-0.3,0.79
"4106","1",1,1,1,9,1,1,1,23,14,10,10,1,0,0,1,1,0,19,0,0,5,10,11.44444444,0,10.8,1.4,1.74
"4107","1",1,8,4,15,1,1,1,1,28,6,8,1,0,0,1,0,0,20,0,0,6,11,11.8,0,12.4,0.5,1.79
"4108","0",1,1,6,12,1,1,1,22,14,10,8,1,0,0,1,0,0,19,1,0,8,10,13.78,1,9.4,-0.8,-3.12
"4109","1",1,8,3,12,1,1,1,22,28,5,6,1,0,0,1,0,0,19,0,0,8,8,15.11,0,10.8,1.4,1.74
"4110","1",1,1,2,10,1,1,1,1,14,5,6,0,0,0,1,0,0,18,0,0,6,8,11.2,0,10.8,1.4,1.74
"4111","1",1,1,1,12,1,1,1,23,14,10,6,1,0,0,1,0,1,20,0,0,8,8,15.79857143,0,10.8,1.4,1.74
"4112","1",1,1,3,12,1,1,1,13,27,10,10,1,0,0,1,0,0,20,0,0,8,8,15.6,0,12.4,0.5,1.79
"4113","1",4,12,1,12,1,1,1,23,27,8,8,1,0,0,1,0,0,24,0,0,8,11,12.16,0,10.8,1.4,1.74
"4114","0",4,12,2,13,1,1,1,23,27,8,8,1,0,0,1,0,0,24,0,0,7,0,0,0,10.8,1.4,1.74
"4115","1",1,8,2,15,1,1,1,2,1,3,8,1,0,0,1,0,0,20,0,0,6,6,15.5,0,12.4,0.5,1.79
"4118","1",1,1,1,12,1,1,1,1,27,10,10,0,0,0,1,0,0,18,0,0,8,8,14.2,0,12.7,3.7,-1.7
"4119","1",1,1,1,6,1,1,1,2,1,5,4,1,0,0,1,0,0,21,0,0,5,5,13.2,0,10.8,1.4,1.74
"4120","1",1,8,1,16,1,1,1,1,28,5,11,1,0,0,1,0,0,18,0,0,6,9,13.66666667,0,9.4,-0.8,-3.12
"4121","1",1,8,5,12,1,1,1,13,1,6,4,1,0,0,1,0,1,19,0,0,8,8,12.48571429,0,12.7,3.7,-1.7
"4122","1",1,4,1,6,1,15,1,1,1,5,5,1,0,0,1,0,0,22,0,0,6,7,16.28571429,0,11.1,0.6,2.02
"4123","1",1,8,3,10,1,1,1,13,14,8,8,1,0,0,1,0,0,19,0,0,6,9,10.16666667,0,8.9,1.4,3.51
"4124","1",1,1,3,12,1,1,3,22,27,10,10,1,0,0,1,0,0,18,0,0,7,7,14.71666667,0,7.6,2.6,0.32
"4128","1",1,1,1,3,0,1,1,23,28,6,3,0,0,0,1,0,0,34,0,0,6,6,11.66666667,0,10.8,1.4,1.74
"4129","1",1,8,5,6,1,1,1,23,28,10,10,1,0,0,1,0,0,19,0,0,10,13,13.875,0,15.5,2.8,-4.06
"4130","1",1,1,1,12,1,1,1,22,27,8,10,1,0,0,1,0,1,18,0,0,7,7,12.66666667,0,7.6,2.6,0.32
"4131","1",1,1,5,12,1,1,1,22,27,10,6,1,0,0,1,0,1,19,0,0,8,8,14.44875,0,15.5,2.8,-4.06
"4132","1",1,12,1,12,1,1,1,13,1,2,2,0,0,0,1,0,0,25,0,0,8,8,12.08428571,0,10.8,1.4,1.74
"4135","1",1,1,1,10,1,1,1,19,28,5,8,0,0,0,1,0,1,18,0,0,6,9,11.5,0,9.4,-0.8,-3.12
"4136","1",1,1,1,3,0,1,1,23,28,10,8,1,0,0,1,0,0,28,0,0,6,8,11,0,9.4,-0.8,-3.12
"4137","1",5,14,1,12,1,1,1,1,28,6,6,0,0,0,1,0,1,18,0,0,8,8,11.85714286,0,12.7,3.7,-1.7
"4138","1",2,12,1,11,1,1,1,22,27,10,10,0,0,0,1,0,0,41,0,0,6,10,13,0,8.9,1.4,3.51
"4139","0",1,8,2,16,1,1,1,22,27,6,1,0,0,0,1,0,0,18,0,0,6,11,13.5,0,7.6,2.6,0.32
"4140","1",1,8,1,10,1,1,1,23,14,8,8,0,0,0,1,0,1,21,0,0,6,12,11.4,0,15.5,2.8,-4.06
"4141","0",4,4,1,10,1,15,1,19,24,13,13,0,0,1,1,0,0,41,0,0,6,0,0,0,11.1,0.6,2.02
"4142","0",1,4,1,5,1,3,1,3,5,3,3,1,0,0,1,0,0,32,0,0,3,3,16,0,7.6,2.6,0.32
"4143","1",1,14,1,3,0,9,1,19,24,1,13,0,0,0,1,0,0,29,0,0,6,7,11,0,7.6,2.6,0.32
"4146","0",1,1,1,10,1,1,1,13,1,2,4,0,0,0,1,0,0,21,0,0,6,0,0,0,15.5,2.8,-4.06
"4147","0",2,12,1,12,1,12,1,22,28,10,11,1,0,0,1,0,0,39,0,0,7,13,12.5625,0,11.1,0.6,2.02
"4150","1",1,14,3,12,1,1,1,23,27,10,9,0,0,0,1,0,0,21,1,11,14,26,13.4173913,1,7.6,2.6,0.32
"4151","1",1,1,1,15,1,1,1,19,18,1,7,1,0,0,1,0,0,18,0,0,6,7,14.85714286,0,7.6,2.6,0.32
"4152","1",1,12,1,4,1,1,1,22,27,6,6,0,0,1,1,0,0,34,0,0,6,13,12.5,0,16.2,0.3,-0.92
"4153","1",1,1,3,6,1,1,1,8,14,12,12,1,0,0,1,0,0,18,0,0,5,7,14.8,0,7.6,2.6,0.32
"4155","0",1,1,1,16,1,1,1,22,14,7,8,1,0,0,1,0,0,18,0,0,6,11,10.66666667,0,9.4,-0.8,-3.12
"4156","1",1,1,5,6,1,1,1,3,14,3,4,1,0,0,1,0,0,19,0,0,6,9,13.42857143,0,16.2,0.3,-0.92
"4158","0",1,1,5,8,1,1,1,3,1,3,10,1,0,0,1,0,0,19,0,0,5,7,12.5,0,12.7,3.7,-1.7
"4159","1",1,1,2,12,1,1,1,3,27,5,8,1,0,0,1,0,1,19,0,0,8,10,12.05,0,12.4,0.5,1.79
"4160","1",1,1,1,14,1,1,1,13,14,6,10,1,0,0,1,0,1,18,0,0,6,9,13.66666667,0,10.8,1.4,1.74
"4161","1",1,15,1,17,0,14,1,22,27,8,8,1,0,0,1,0,1,23,0,2,6,8,12.33333333,0,9.4,-0.8,-3.12
"4163","0",4,14,1,16,1,1,16,13,16,12,12,0,0,0,1,0,0,33,0,0,6,9,11,0,7.6,2.6,0.32
"4164","1",1,8,2,10,1,1,1,13,28,10,10,1,0,0,1,0,0,19,0,0,6,9,11,0,8.9,1.4,3.51
"4165","0",1,14,3,2,1,1,1,22,28,8,8,1,0,0,1,0,0,21,0,0,0,0,0,0,9.4,-0.8,-3.12
"4166","1",1,1,6,12,1,1,1,13,14,10,10,0,0,0,1,0,0,18,0,0,8,9,13.2,0,12.4,0.5,1.79
"4168","1",1,8,2,5,1,1,1,13,28,5,8,1,0,0,1,0,0,19,0,0,6,6,13.5,0,9.4,-0.8,-3.12
"4169","1",1,1,2,15,1,1,1,19,28,1,6,1,0,0,1,0,0,20,0,0,6,8,11.75,0,7.6,2.6,0.32
"4170","0",1,1,1,15,1,1,1,22,27,1,6,1,0,0,1,0,0,20,0,0,4,8,0,0,7.6,2.6,0.32
"4174","1",1,1,2,12,1,1,1,22,27,8,8,1,0,0,1,0,1,20,0,0,8,8,15,0,11.1,0.6,2.02
"4175","1",1,1,1,10,1,1,1,22,27,6,7,0,0,0,1,0,1,21,0,0,6,8,13.16666667,0,9.4,-0.8,-3.12
"4176","1",1,14,1,12,1,1,1,23,14,10,6,1,0,0,1,0,0,19,0,0,8,12,12.07142857,0,12.7,3.7,-1.7
"4177","1",1,1,3,11,1,1,1,13,1,8,10,1,0,0,1,0,1,18,0,0,6,6,12.5,0,12.4,0.5,1.79
"4179","1",1,1,2,12,1,1,1,13,28,8,10,1,0,0,1,0,1,21,0,0,8,9,13.2575,0,15.5,2.8,-4.06
"4180","1",1,8,4,12,1,1,1,3,14,5,8,1,0,0,1,0,1,18,0,0,8,8,14.51125,0,15.5,2.8,-4.06
"4182","0",1,14,1,16,1,1,1,22,27,10,10,0,0,1,0,0,0,28,0,0,5,10,0,0,10.8,1.4,1.74
"4183","0",1,12,1,13,1,1,1,29,30,3,3,0,0,0,1,0,0,36,0,0,7,14,11.4,0,11.1,0.6,2.02
"4184","1",1,1,1,6,1,1,1,23,28,10,11,1,0,0,1,0,0,20,1,0,5,6,14,0,12.7,3.7,-1.7
"4185","1",1,1,1,10,1,1,1,23,28,1,8,1,0,0,1,0,0,19,0,0,6,13,11.4,0,7.6,2.6,0.32
"4188","1",2,12,1,3,0,1,1,22,28,4,8,0,0,0,1,0,0,28,0,0,6,6,13,0,16.2,0.3,-0.92
"4189","1",1,1,1,14,1,1,1,22,1,8,1,0,0,0,1,0,0,20,0,0,5,7,11.8,1,7.6,2.6,0.32
"4190","1",1,13,1,11,1,1,1,23,27,2,2,1,0,0,1,0,0,28,0,3,12,20,12,0,9.4,-0.8,-3.12
"4191","0",1,14,1,17,0,14,1,22,27,10,10,0,0,0,1,0,0,24,0,3,10,24,11.83333333,0,9.4,-0.8,-3.12
"4194","1",1,8,2,11,1,1,1,1,4,5,5,0,0,0,1,0,1,18,0,0,6,9,13.5,0,16.2,0.3,-0.92
"4195","0",1,1,5,9,1,1,1,23,28,10,10,1,0,1,0,0,0,22,0,0,5,12,0,0,12.7,3.7,-1.7
"4196","1",1,1,5,11,1,1,1,22,27,10,8,1,0,0,1,0,1,18,0,0,6,10,12.25,0,9.4,-0.8,-3.12
"4197","1",1,1,1,12,1,1,1,13,27,6,6,0,0,0,1,0,1,21,0,0,8,8,13.51428571,0,12.7,3.7,-1.7
"4198","1",1,8,6,15,1,1,1,1,1,5,3,1,0,0,1,0,0,19,0,0,6,9,13.71428571,0,7.6,2.6,0.32
"4200","1",1,1,1,12,1,1,1,23,28,6,6,1,0,0,1,0,1,20,0,0,8,8,12.74428571,0,10.8,1.4,1.74
"4201","1",1,1,1,9,1,1,1,22,27,29,33,0,0,0,1,0,0,20,0,0,5,8,11.8,0,11.1,0.6,2.02
"4202","1",1,8,1,3,0,1,1,22,27,6,7,1,0,1,1,0,0,19,0,0,6,7,11.66666667,0,10.8,1.4,1.74
"4204","1",1,1,2,5,1,1,1,13,28,10,10,1,0,0,1,0,1,20,1,0,6,9,12.375,0,13.9,-0.3,0.79
"4205","0",1,1,1,10,1,1,1,19,28,1,8,1,0,0,1,0,0,20,0,0,6,10,11.5,0,7.6,2.6,0.32
"4206","1",1,1,3,12,1,1,1,1,27,5,10,1,0,0,1,0,0,19,0,0,7,7,13.53333333,0,7.6,2.6,0.32
"4207","1",1,1,1,11,1,1,1,13,14,10,10,1,0,0,1,0,1,18,0,0,6,10,14,0,15.5,2.8,-4.06
"4208","1",1,1,1,12,1,1,1,23,27,8,9,0,0,0,1,0,1,18,0,0,8,9,14.75555556,0,12.4,0.5,1.79
"4209","0",1,1,1,2,1,1,1,1,28,5,10,1,0,0,0,0,0,19,0,0,0,0,0,0,7.6,2.6,0.32
"4210","1",1,1,1,9,1,1,18,22,27,10,10,0,0,0,1,1,0,20,0,0,5,7,13,0,9.4,-0.8,-3.12
"4211","1",1,1,1,11,1,1,1,13,1,4,8,0,0,0,1,0,1,22,0,0,6,6,13.25,0,16.2,0.3,-0.92
"4212","1",1,1,1,10,1,1,1,13,27,6,5,1,0,0,1,0,1,18,0,0,6,6,15.16666667,0,9.4,-0.8,-3.12
"4213","1",1,8,2,15,1,1,1,1,1,5,9,1,0,0,1,0,0,19,0,0,6,6,14.66666667,0,12.4,0.5,1.79
"4214","1",1,1,1,10,1,1,1,13,27,10,10,0,0,0,0,0,1,20,0,0,6,9,11.4,0,10.8,1.4,1.74
"4215","1",1,1,2,12,1,1,1,23,27,6,7,1,0,0,1,0,1,19,0,0,8,8,15.6375,0,13.9,-0.3,0.79
